"TOA5","EBM1","CR3000","8941","CR3000.Std.27","CPU:KC.EBM1_16.02.18.CR3","16128","DAR"
"TIMESTAMP","RECORD","BARO_P_SUR_Avg","HMP_M_RH_Avg","HMP_T_AIR_Avg","INK_G_INKS_Avg","INK_G_INKW_Avg","KT_T_SUR_Avg","LICOR_D_CD_Avg","LICOR_M_AH_Avg","OMB_N_N_001_Avg","OMB_N_N_002_Avg","PYG_R_LWDP_Avg","PYG_R_LWUP_Avg","PYG_T_BOT_Avg","PYG_T_TOP_Avg","PYR_R_SWDR_Avg","PYR_R_SWUR_Avg","SHF_F_SHF_001_Avg","SHF_F_SHF_002_Avg","SHF_F_SHF_003_Avg","SMT_M_SOIL_001_Avg","SMT_M_SOIL_002_Avg","SMT_M_SOIL_003_Avg","SMT_M_SOIL_004_Avg","SMT_T_SOIL_001_Avg","SMT_T_SOIL_002_Avg","SMT_T_SOIL_003_Avg","SMT_T_SOIL_004_Avg","Tsonic_Avg","Usonic_Avg","Vsonic_Avg","Wsonic_Avg","BARO_P_SUR_Min","HMP_M_RH_Min","HMP_T_AIR_Min","KT_T_SUR_Min","LICOR_D_CD_Min","LICOR_M_AH_Min","PYG_R_LWDP_Min","PYG_R_LWUP_Min","PYG_T_BOT_Min","PYG_T_TOP_Min","PYR_R_SWDR_Min","PYR_R_SWUR_Min","SHF_F_SHF_001_Min","SHF_F_SHF_002_Min","SHF_F_SHF_003_Min","SMT_M_SOIL_001_Min","SMT_M_SOIL_002_Min","SMT_M_SOIL_003_Min","SMT_M_SOIL_004_Min","SMT_T_SOIL_001_Min","SMT_T_SOIL_002_Min","SMT_T_SOIL_003_Min","SMT_T_SOIL_004_Min","Tsonic_Min","Usonic_Min","Vsonic_Min","Wsonic_Min","BARO_P_SUR_Max","HMP_M_RH_Max","HMP_T_AIR_Max","KT_T_SUR_Max","LICOR_D_CD_Max","LICOR_M_AH_Max","PYG_R_LWDP_Max","PYG_R_LWUP_Max","PYG_T_BOT_Max","PYG_T_TOP_Max","PYR_R_SWDR_Max","PYR_R_SWUR_Max","SHF_F_SHF_001_Max","SHF_F_SHF_002_Max","SHF_F_SHF_003_Max","SMT_M_SOIL_001_Max","SMT_M_SOIL_002_Max","SMT_M_SOIL_003_Max","SMT_M_SOIL_004_Max","SMT_T_SOIL_001_Max","SMT_T_SOIL_002_Max","SMT_T_SOIL_003_Max","SMT_T_SOIL_004_Max","Tsonic_Max","Usonic_Max","Vsonic_Max","Wsonic_Max","BARO_P_SUR_Std","HMP_M_RH_Std","HMP_T_AIR_Std","KT_T_SUR_Std","LICOR_D_CD_Std","LICOR_M_AH_Std","PYG_R_LWDP_Std","PYG_R_LWUP_Std","PYG_T_BOT_Std","PYG_T_TOP_Std","PYR_R_SWDR_Std","PYR_R_SWUR_Std","SHF_F_SHF_001_Std","SHF_F_SHF_002_Std","SHF_F_SHF_003_Std","SMT_M_SOIL_001_Std","SMT_M_SOIL_002_Std","SMT_M_SOIL_003_Std","SMT_M_SOIL_004_Std","SMT_T_SOIL_001_Std","SMT_T_SOIL_002_Std","SMT_T_SOIL_003_Std","SMT_T_SOIL_004_Std","Tsonic_Std","Usonic_Std","Vsonic_Std","Wsonic_Std","OMB_N_N_001_Tot","OMB_N_N_002_Tot"
"2016-02-25 19:20:00",26,1002.266,69.27856,0.8028095,0.5111332,-0.406714,-2.246993,801.7692,5.308824,0,0,-44.05157,-8.630715,0.1314119,0.3658171,-1.005626,0.6263275,-79.85667,-69.31937,-80.39255,15.84996,20.40007,18.1201,18.37,3.111284,2.902146,3.232701,3.383407,5.95853,-0.07421091,-0.06540179,-0.03198839,1002.214,68.47526,0.6911011,-2.5637,798.2701,5.257397,-53.75127,-11.25917,0.04273602,0.2951204,-6.239316,-0.6947228,-81.13647,-70.54176,-81.45465,15.84,20.4,18.12,18.37,3.11,2.9,3.23,3.38,5.775146,-0.27,-0.49,-0.29,1002.326,70.08004,0.9450989,-2.036955,819.2884,5.495062,-39.43656,-7.089052,0.2124706,0.445906,4.159545,2.778859,-78.47645,-67.957,-79.23204,15.85,20.41,18.13,18.37,3.45,3.2,3.49,"NAN",6.108124,0.34,0.74,0.17,0.02255454,17.42096,0.04314204,0.1313536,3.906322,0.04378363,4.553783,0.6503658,1.421729,0.02841938,1.502604,0.4984801,0.78268,0.7215878,0.6489987,0.0006135538,0.0008387305,0.001010605,0,0.02086004,0.02516166,0.02628017,0.02891575,0.05280232,0.09460486,0.3284211,0.04897127,0,0
"2016-02-25 19:30:00",27,1002.24,68.8809,0.6476362,0.6950463,-0.03699683,-2.894817,802.6348,5.344585,0,0,-59.72689,-10.60698,-0.05864008,0.1699488,-1.778858,0.8036786,-82.35301,-71.63,-82.38152,15.85996,20.39008,18.12,18.37,2.900848,2.701508,3.051951,3.09412,5.662601,-0.1120551,0.043692,-0.01449061,1002.188,68.20359,0.4349365,-3.194807,797.587,5.274836,-63.39342,-12.92755,-0.2516289,-0.03956834,-6.239426,-0.694726,-83.46401,-72.6519,-83.23289,15.85,20.39,18.12,18.37,2.9,2.7,3.05,3.09,1.893707,-0.3,-0.13,-0.1,1002.288,70.18581,0.8639832,-2.517586,812.2646,5.442649,-52.87488,-8.75716,1.000335,1.001238,2.773078,2.084228,-81.13647,-70.48904,-81.45465,15.86,20.4,18.12,18.37,3.11,2.9,3.23,3.38,6.274719,0.08,0.17,0.03,0.02053298,21.54984,0.1041072,0.1870168,2.283547,0.04493064,3.682193,0.6898303,1.42478,0.09779757,1.497529,0.5382193,0.6516814,0.6033866,0.4928341,0.000629008,0.0008613188,0,0,0.01320995,0.01722606,0.01863978,0.0342405,1.209567,0.07286126,0.04572568,0.01759651,0,0
"2016-02-25 19:40:00",28,1002.321,71.22976,0.2798561,0.06568962,-0.4429289,-3.382571,807.0221,5.415614,0,0,-64.516,-11.43135,-0.3835087,-0.157722,-2.2762,0.9234836,-84.49049,-73.58989,-84.08636,15.85004,20.37015,18.11011,18.37,2.561443,2.402324,2.703914,2.804219,5.916386,0.0007113506,-0.04393533,-0.005078477,1002.238,70.17913,0.01446533,-3.679993,803.6867,5.370416,-68.35822,-13.34437,-0.5676227,-0.332208,-6.239514,-0.694728,-85.56978,-74.49832,-85.0664,15.85,20.37,18.11,18.37,2.56,2.4,2.7,2.8,1.893707,-0.25,-0.27,-0.06,1002.407,720.0289,0.5672913,-3.144613,810.4761,5.478619,-0.7043796,-10.00829,0.9988589,0.02781873,2.773081,2.084213,-83.4638,-72.59917,-83.23267,15.86,20.39,18.12,18.37,2.9,2.7,3.05,3.09,6.507996,0.19,0.17,0.04,0.03766208,24.78364,0.1332021,0.1539041,1.273101,0.02542959,2.39022,0.5817319,1.168698,0.09403548,1.435471,0.572772,0.5950826,0.5336338,0.5208065,0.0006500184,0.001745785,0.001048413,0,0.02210258,0.02618878,0.03669384,0.03464659,0.8383226,0.0809373,0.09237859,0.01258941,0,0
"2016-02-25 19:50:00",29,1001.864,73.06701,0.1045258,0.6531054,-0.4615618,-3.901421,809.3469,5.410487,0,0,-71.40065,-12.30223,-0.6367676,-0.4235574,-2.399425,1.10562,-86.69213,-75.51794,-86.24821,15.85996,20.37,18.10011,18.37,2.301051,2.102223,2.373535,2.484528,5.818798,-0.2208792,-0.1704683,0.01130036,1000.829,72.45037,-0.02185059,-4.165081,805.8913,5.367763,-74.78577,-14.17864,-0.836941,-0.6015592,-7.626096,0,-87.89705,-76.55538,-87.56619,15.85,20.37,18.1,18.37,2.3,2.1,2.37,2.48,5.608704,-0.5,-0.32,-0.12,1002.486,73.24755,0.230072,-3.642349,820.5262,5.494292,-0.7705081,-10.42528,0.9980463,99.895,2.079843,2.778946,-85.5144,-74.49821,-85.01087,15.86,20.37,18.11,18.37,2.56,2.4,2.7,2.8,6.074829,0.04,-0.04,0.11,0.6807541,25.29007,0.04391471,0.1444233,2.622611,0.02219315,3.229549,0.6129916,1.845373,0.826454,1.484347,0.5651256,0.6782564,0.5844165,0.7125325,0.0006344755,0,0.00102949,0,0.01649772,0.02561507,0.03397266,0.03779376,0.07826392,0.1124543,0.04558906,0.02299866,0,0
"2016-02-25 20:00:00",30,1002.372,73.28905,-0.01095792,0.2247023,-0.2894439,-4.344875,808.114,5.387439,0,0,-75.28,-12.9283,-0.8923417,-0.6648749,-2.453486,1.096482,-89.18881,-77.60052,-88.93581,15.86,20.37,18.1,18.37,1.9714,1.703098,2.073293,2.203998,5.563398,-0.3940618,-0.1255462,0.003704876,1000.874,73.16058,-0.188324,-4.536863,805.5704,5.351161,-76.24834,-15.0127,-1.082932,-0.8305993,-6.932898,0,-90.50274,-78.61385,-90.3451,15.86,20.37,18.1,18.37,1.97,1.7,2.07,2.2,5.27597,-0.59,-0.31,-0.18,1002.6,747.3366,0.1233215,-4.123272,814.4774,5.426079,-73.90939,-11.25953,-0.7309144,-0.4934065,2.079861,2.778978,-87.89705,-76.50266,-87.51066,15.86,20.37,18.1,18.37,2.3,"NAN",2.37,2.48,5.775146,-0.21,0.07,0.16,0.4751853,22.81966,0.05533707,0.1151083,1.078804,0.01366596,1.674315,0.5570452,0.8312179,0.8279006,1.504422,0.542972,0.7444574,0.589838,0.8000616,0,0,0,0,0.02144983,0.03491466,0.03125972,0.03314043,0.07786503,0.052875,0.07851308,0.04355552,0,0
"2016-02-25 20:10:00",31,1002.593,73.42543,-0.335374,0.4025352,-0.6980612,-4.518067,804.3674,5.323418,0,0,-72.15828,-12.39453,-1.153426,-0.9401412,-2.501476,0.9792661,-91.74835,-79.51094,-91.63976,15.86,20.35015,18.1,18.37,1.621464,1.402267,1.71391,1.884555,5.307869,-0.2877305,-0.07563785,-0.04309789,1002.541,73.26176,-0.6088562,-4.624495,801.0457,5.267077,-75.95552,-14.17904,-1.358582,-1.146542,-7.626452,-0.694769,-92.94302,-80.40932,-92.90265,15.86,20.35,18.1,18.37,1.62,1.4,1.71,1.88,5.109711,-0.55,-0.25,-0.23,1002.645,73.5953,-0.03677368,-4.423313,811.702,5.401742,-68.94675,-0.1091305,0.9960066,-0.7648646,2.079926,2.084322,-90.44736,-78.61377,-90.345,15.86,20.37,18.1,18.37,1.97,1.7,2.07,2.2,5.508881,-0.09,0.13,0.13,0.02150435,25.44981,0.1325653,0.0418996,1.538898,0.02558313,2.060223,0.5976429,0.09710678,1.171585,1.477487,0.5569358,0.7046093,0.4990854,0.7378924,0,0.001724243,0,0,0.02258843,0.02586349,0.03731452,0.03781766,0.06185119,0.07862143,0.05714364,0.05152609,0,0
"2016-02-25 20:20:00",32,1002.638,74.01814,-0.723525,-0.02356272,-0.7176415,-4.650596,803.5771,5.279868,0,0,-69.24361,-11.96752,-1.47755,-1.254084,-2.362236,0.8901627,-94.0412,-81.09879,-93.97153,15.86,20.34007,18.09011,18.37,1.311232,1.002938,1.413214,1.554625,5.261936,-0.2474356,-0.06641423,-0.01837623,1002.573,73.54353,-0.9269409,-4.799183,800.052,5.239396,-71.86883,-13.3453,-1.670256,-1.434945,-6.933192,-0.6947762,-95.0507,-81.78273,-94.90464,15.86,20.34,18.09,18.37,1.31,1,1.41,1.55,5.109711,-0.41,-0.2,-0.17,1002.691,751.5872,-0.5021362,-4.523582,809.0959,5.321938,-66.6095,-0.09259951,-1.290769,0.9957744,2.079959,2.08434,-92.88763,-80.30386,-92.90265,15.86,20.35,18.1,18.37,1.62,1.4,1.71,1.88,5.409088,-0.07,0.09,0.17,0.02283159,22.35798,0.09430588,0.07625732,1.643274,0.01237801,1.477735,0.5485879,0.09535952,0.09392423,1.512452,0.5466909,0.6059386,0.4133649,0.5928489,0,0.0008499435,0.001026285,0,0.01950683,0.03399697,0.03078798,0.03869938,0.0412741,0.05192482,0.03874685,0.04734414,0,0
"2016-02-25 20:30:00",33,1002.678,75.00589,-1.038172,-0.04697597,-0.7391335,-4.914909,807.3807,5.29857,0,0,-70.16048,-11.86266,-1.800959,-1.578408,-2.582487,0.9565611,-95.95696,-82.42061,-95.76405,15.86,20.34,18.08011,18.36014,1.021192,0.702244,1.152838,1.254266,5.286099,-0.1383058,-0.0299845,-0.000168475,1002.602,74.35283,-1.36676,-5.007874,803.4615,5.267652,-72.16148,-13.34558,-2.026463,-1.793278,-7.626663,-0.6947819,-96.77039,-83.05043,-96.46211,15.86,20.34,18.08,18.36,1.02,0.7,1.15,1.25,4.910248,-0.4,-0.21,-0.09,1002.745,75.25893,-0.8202209,-4.748972,810.5383,5.335177,-67.78004,-10.00902,-1.581264,0.9944807,2.773293,2.084371,-95.0507,-81.78273,-94.90464,15.86,20.34,18.09,18.37,1.31,1,1.41,1.55,5.475586,0.08,0.08,0.08,0.02773681,23.35534,0.1249038,0.05058468,1.225214,0.01239923,1.237079,0.6014692,1.179229,0.1079105,1.539694,0.5445002,0.4956622,0.3495357,0.4423773,0,0,0.00103598,0.001183967,0.01840327,0.02584948,0.02693493,0.0355183,0.06550044,0.1271363,0.04693984,0.02089993,0,0
"2016-02-25 20:40:00",34,1002.725,76.96597,-1.307108,0.1317013,-0.3746953,-5.037686,809.9647,5.330152,0,0,-67.58447,-11.17164,-2.103156,-1.878134,-2.463613,0.9314444,-97.52089,-83.53567,-97.10339,15.85004,20.32015,18.07011,18.36,0.7710601,0.5015481,0.8731096,0.9543615,5.216018,-0.1569462,-0.2756182,-0.005110722,1002.671,74.9976,-1.454254,-5.12878,804.773,5.283784,-68.65936,-12.51203,-2.21093,-1.996853,-7.62687,0,-98.21297,-84.00162,-97.68623,15.85,20.32,18.07,18.36,0.77,0.5,0.87,0.95,4.877014,-0.29,-0.47,-0.11,1002.794,767.3726,-1.146881,-4.953472,822.5797,5.415812,-66.31967,-0.08598788,-1.962869,-1.742467,2.080056,2.084462,-96.77039,-82.94497,-96.46211,15.86,20.34,18.08,18.36,1.02,0.7,1.15,1.25,5.442322,0.09,-0.05,0.12,0.02375727,26.03092,0.06541533,0.04166948,3.277868,0.0267132,0.8319903,0.524841,0.06508139,0.04803522,1.527834,0.5620477,0.4073034,0.295698,0.3379802,0.0006497521,0.001752806,0.001048001,0,0.01624517,0.01752785,0.0293435,0.03590898,0.1195072,0.07928598,0.08832988,0.02444819,0,0
"2016-02-25 20:50:00",35,1002.787,78.18698,-1.394252,0.1117126,-0.3935835,-5.162146,813.4669,5.353554,0,0,-65.7098,-10.8131,-2.316832,-2.076198,-2.309422,1.051582,-98.81116,-84.48635,-98.14577,15.84004,20.31008,18.06011,18.35015,0.5509475,0.3015478,0.5239098,0.6938142,5.118324,-0.07931897,-0.1079361,-0.012893,1002.726,77.67362,-1.633636,-5.224512,808.6821,5.297491,-68.65965,-12.92911,-2.501411,-2.264051,-6.933666,0,-99.37886,-84.95303,-98.57738,15.84,20.31,18.06,18.35,0.55,0.3,0.52,0.69,4.943512,-0.23,-0.31,-0.14,1002.85,78.77776,-1.168213,-5.094608,824.3083,5.446969,-63.10841,-8.75843,-2.124054,-1.909956,2.773447,2.779279,-98.21297,-84.00162,-97.63069,15.85,20.32,18.07,18.36,0.77,0.5,0.87,0.95,5.309235,0.06,-0.01,0.07,0.02581582,25.72076,0.1016093,0.02402346,3.498828,0.02900339,1.534681,0.6364741,0.8374349,0.08689372,1.349047,0.5407312,0.3354439,0.2538182,0.2626462,0.0006497639,0.0008763217,0.001047895,0.001199595,0.01429439,0.01752599,0.0366757,0.03118892,0.04345847,0.06552527,0.03915665,0.02335392,0,0
"2016-02-25 21:00:00",36,1002.856,79.16296,-1.634344,-0.1094103,-0.7952596,-5.215573,815.1494,5.338961,0,0,-62.32273,-9.844436,-2.56691,-2.346899,-2.14085,1.156388,-99.87698,-85.30169,-98.94052,15.84,20.29015,18.05011,18.33029,0.3806636,0.2007471,0.3419627,0.5322939,5.094587,-0.1061311,-0.09438177,-0.007703439,1002.79,78.73767,-1.780975,-5.303572,809.4719,5.295882,-64.27676,-11.67818,-2.730404,-2.499323,-6.933737,0,-100.3239,-85.69411,-99.24709,15.84,20.29,18.05,18.33,0.38,0.2,0.34,0.53,4.910248,-0.22,-0.32,-0.07,1002.937,79.83692,-1.503448,-5.115488,834.6726,5.49083,-60.18807,-8.34146,-2.414542,-2.183425,2.773527,2.779347,-99.32346,-84.9003,-98.57738,15.84,20.31,18.06,18.35,0.55,0.3,0.52,0.69,5.176239,0,0,0.06,0.0300371,25.30618,0.06313542,0.03967717,4.320649,0.02607599,1.123511,0.5740103,0.8379107,0.07696268,1.494295,0.5548856,0.2726133,0.2186421,0.1956002,0,0.001722127,0.001035357,0.002377552,0.01050959,0.00861126,0.01863615,0.01901994,0.03626639,0.033801,0.05588508,0.0144768,0,0
"2016-02-25 21:10:00",37,1002.933,80.51474,-1.689462,0.07076433,-0.6232006,-5.407361,825.705,5.382195,0,0,-65.0216,-9.693057,-2.72017,-2.494776,-2.048861,1.102596,-100.743,-86.00626,-99.53033,15.83005,20.28008,18.03023,18.32015,0.2904181,0.1008146,0.1719685,0.4019604,4.894254,-0.1693631,-0.3100673,-0.008666352,1002.863,79.79684,-1.795959,-5.645985,808.0758,5.243587,-68.95317,-11.67813,-2.810988,-2.596901,-6.240448,-0.6948358,-101.1575,-86.32918,-99.80507,15.83,20.28,18.03,18.32,0.29,0.1,0.17,0.4,4.644379,-0.37,-0.53,-0.29,1003.008,80.86106,-1.584595,-5.202997,852.867,5.59084,-60.77236,-7.92443,-2.641408,-2.384935,2.773526,2.084519,-100.3236,-85.64137,-99.2468,15.84,20.29,18.05,18.33,0.38,0.2,0.34,0.53,5.109711,0.01,-0.04,0.21,0.03230636,22.71772,0.0354415,0.1129165,9.298512,0.07641068,2.451614,0.5619643,1.180637,0.02916644,1.500959,0.5637088,0.2276243,0.1904971,0.1635655,0.0006750773,0.0008951954,0.0021395,0.001216064,0.006075501,0.008951792,0.01818714,0.01580851,0.08414164,0.06454968,0.07599948,0.0565249,0,0
"2016-02-25 21:20:00",38,1002.942,80.68197,-1.855334,-0.145395,-0.8287058,-5.786588,823.6144,5.345932,0,0,-69.74632,-10.61577,-2.858983,-2.636892,-2.210532,1.083969,-101.4615,-86.60922,-99.97742,15.81008,20.25023,18.01022,18.31014,0.2402086,0.09999999,0.17,0.3211685,4.885029,-0.1111072,-0.1836683,-0.01745238,1002.893,80.56141,-2.028687,-6.017756,814.2974,5.280936,-71.29354,-12.51275,-2.976356,-2.783503,-7.627229,0,-101.769,-86.91115,-100.1405,15.81,20.25,18.01,18.31,0.24,0.1,0.17,0.32,4.677643,-0.34,-0.39,-0.21,1003.013,822.7429,-1.627289,-5.591444,835.1202,5.464819,-67.4923,-0.08599278,0.9892726,-2.467629,2.773537,2.779429,-101.1021,-86.32918,-99.80507,15.83,20.28,18.03,18.32,0.29,0.1,0.17,0.4,5.009949,0.26,-0.02,0.1,0.0243031,26.48836,0.08406872,0.1102876,3.147102,0.03251642,1.027742,0.5947644,0.8368294,0.05665094,1.498947,0.5425638,0.1869824,0.1632785,0.1113567,0.001289291,0.002606433,0.00208972,0.001196991,0.003223254,0,0,0.009575721,0.04422531,0.1296533,0.06418274,0.03978223,0,0
"2016-02-25 21:30:00",39,1002.953,81.33995,-2.019106,0.6285387,-0.279357,-6.008605,824.8537,5.384105,0,0,-70.24482,-10.80198,-3.055135,-2.838057,-2.425735,1.203356,-102.0504,-87.13107,-100.3148,15.79008,20.22022,17.98032,18.28042,0.1304292,0.0007332167,0.1502153,0.2312713,4.942257,-0.170857,-0.006362841,-0.01837952,1002.901,80.97056,-2.214493,-6.092758,817.3604,5.325984,-71.00125,-12.51258,-3.203231,-2.972166,-7.62734,-0.6948516,-102.3257,-87.38808,-100.4764,15.79,20.22,17.98,18.28,0.13,0,0.15,0.23,4.74408,-0.36,-0.16,-0.12,1003.013,81.79469,-1.853653,-5.871256,830.1121,5.467484,-69.24692,-9.175978,-2.870393,-2.677534,2.773608,2.779448,-101.769,-86.85841,-100.1405,15.81,20.25,18.01,18.31,0.24,0.1,0.17,0.32,5.109711,0,0.13,0.08,0.02391173,25.25466,0.07408976,0.04335319,2.935883,0.02486815,1.045917,0.5573773,1.449395,0.06740361,1.430719,0.5584391,0.1592281,0.1399954,0.09575384,0.001236071,0.002547788,0.003086004,0.003531859,0.006798188,0.00849245,0.002057297,0.01059609,0.0714649,0.08777244,0.0447504,0.02648377,0,0
"2016-02-25 21:40:00",40,1002.932,81.97029,-2.05786,-0.1899821,-0.8695943,-6.074515,820.2253,5.330354,0,0,-70.06244,-10.71281,-3.18793,-2.970075,-2.311149,1.258752,-102.5405,-87.57799,-100.5685,15.76012,20.18031,17.96022,18.25043,0.09016658,0,0.07088667,0.1610156,-8.486803,-7.739688,-7.421176,-7.498094,1002.878,81.76675,-2.176025,-6.201012,815.6823,5.27984,-71.00256,-12.51302,-3.268906,-3.052759,-7.62761,0,-102.7719,-87.81254,-100.7014,15.76,20.18,17.96,18.25,0.09,0,0.07,0.16,-173.8167,-100,-100,-100,1002.99,833.4257,-1.954041,-5.958513,825.9359,5.393958,-69.24713,-8.758893,-3.135438,0.9884763,2.773609,2.084628,-102.3256,-87.38799,-100.4208,15.79,20.22,17.98,18.28,0.13,0,0.15,0.23,8.310974,-0.11,0.28,0.59,0.02346826,28.26141,0.03629588,0.05716956,1.928391,0.02024252,0.639151,0.5952174,1.183779,0.02724818,1.487451,0.5477762,0.1314274,0.1242358,0.06416876,0.001916391,0.003486819,0.00208762,0.003587417,0.00255524,0,0.008350381,0.008370383,47.0197,26.23881,26.32951,26.30748,0,0
"2016-02-25 21:50:00",41,1002.974,81.57238,-2.155778,0.5799763,-0.6997975,-6.227346,820.0455,5.26685,0,0,-69.45975,-10.9202,-3.316898,-3.07718,-2.387877,1.296471,-102.9765,-87.98309,-100.7457,15.72016,20.12046,17.91056,18.21059,0.08004074,0,0.08977423,0.1797021,-173.8167,-100,-100,-100,1002.927,81.4221,-2.317001,-6.317886,813.0602,5.20063,-70.71044,-12.51319,-3.451267,-3.241439,-6.934324,-0.6948849,-103.1606,-88.18248,-100.8134,15.72,20.12,17.91,18.21,0.08,"NAN",0.07,0.16,-173.8167,-100,-100,-100,1003.024,81.82693,-1.99675,-6.133955,826.5533,5.340432,-68.66561,-9.593278,-3.182056,-2.963771,2.080297,2.084668,-102.7718,-87.81221,-100.6459,15.76,20.18,17.96,18.25,0.09,"NAN",0.09,0.18,-173.8167,-100,-100,-100,0.02218394,19.34109,0.05665215,0.03735217,2.677248,0.02769419,0.3935391,0.5343437,0.06788999,0.05864043,1.478134,0.4675579,0.1258096,0.1117126,0.04898436,0.00252723,0.005238363,0.005266766,0.004845488,0.0006318007,0,0.002106742,0.002422701,0,0,0,0,0,0
"2016-02-25 22:00:00",42,1002.977,82.09685,-2.185482,0.165574,0.03610587,-6.305826,824.3056,5.32304,0,0,-69.55491,-10.6765,-3.432877,-3.195763,-2.277573,1.171916,-103.3346,-88.35014,-100.8928,15.66026,20.0704,17.86059,18.17062,0.03022034,0,0.05047273,0.09138813,-173.8166,-100,-100,-100,1002.889,81.50111,-2.336227,-6.388718,816.1307,5.217647,-70.71056,-12.09595,-3.514865,-3.260542,-6.934112,0,-103.5508,-88.55368,-101.0379,15.66,20.07,17.86,18.17,0.03,"NAN",0.05,0.09,-173.8167,-100,-100,-100,1003.055,831.1702,-2.071548,-6.217384,852.4128,5.563309,-0.7806035,-0.07276812,0.9865771,-3.129162,2.773657,2.084653,-103.1052,-88.12973,-100.8134,15.72,20.12,17.91,18.21,0.08,"NAN",0.09,0.18,-173.8167,-100,-100,-100,0.03573849,8.755781,0.04014451,0.03238469,5.536306,0.05275911,0.6981226,0.5439905,0.02690518,0.0436101,1.456141,0.4796807,0.1057873,0.1056112,0.05818208,0.003974301,0.004476141,0.005388163,0.004918584,0.003311847,0,0.004310597,0.01106711,0,0,0,0,0,0
"2016-02-25 22:10:00",43,1002.887,82.48478,-2.167778,0.1468448,0.3920995,-6.376321,829.7655,5.299067,0,0,-70.00435,-11.0931,-3.398743,-3.162864,-2.202142,1.149823,-103.6935,-88.70179,-101.083,15.60026,20.00056,17.8007,18.10106,0.02004271,0,0.04011611,0.06045642,-173.8167,-100,-100,-100,1002.813,82.27525,-2.327789,-6.467648,826.2604,5.241967,-70.71273,-12.93047,-3.464108,-3.235162,-6.934376,0,-103.8846,-88.87131,-101.2058,15.6,20,17.8,18.1,0.02,"NAN",0.04,0.06,-173.8167,-100,-100,-100,1002.949,840.6714,-2.054443,-6.254448,837.2932,5.403776,-69.2504,-0.0793828,0.9866764,-3.105883,2.080316,2.779605,-103.4954,-88.50094,-100.9823,15.66,20.07,17.86,18.17,0.03,"NAN",0.05,0.09,-173.8167,-100,-100,-100,0.02746112,18.55854,0.05045554,0.04236451,1.871303,0.03161863,0.257087,0.5741662,0.04183064,0.01917836,1.472933,0.4875166,0.1051759,0.1042999,0.05874087,0.00391258,0.0062388,0.006409475,0.008568273,0.000652116,0,0.001068221,0.003672129,0,0,0,0,0,0
"2016-02-25 22:20:00",44,1002.826,82.30638,-2.423296,-0.0675191,-0.1895399,-6.501189,830.416,5.317712,0,0,-70.0088,-11.20332,-3.498178,-3.271284,-2.48074,1.071823,-104.0349,-89.04223,-101.2584,15.55021,19.94048,17.74071,18.05078,8.537887E-005,0,0.02023612,0.05015608,-173.8166,-100,-100,-100,1002.78,82.08868,-2.626709,-6.593094,821.8866,5.274096,-71.0043,-12.93055,-3.610374,-3.377233,-6.934448,0,-104.2191,-89.24227,-101.3745,15.55,19.94,17.74,18.05,"NAN","NAN",0.02,0.05,-173.8167,-100,-100,-100,1002.893,837.1891,-2.221024,-6.404823,837.649,5.37819,-69.25133,-0.07938524,-3.396351,-3.161108,1.38689,2.084705,-103.8293,-88.87109,-101.1501,15.6,20,17.8,18.1,"NAN","NAN",0.04,0.06,-173.8167,-100,-100,-100,0.02404807,17.42792,0.09149662,0.04483975,3.07138,0.01563928,0.3297402,0.5626613,0.04753075,0.05993589,1.461587,0.4660272,0.1004322,0.1028423,0.06141441,0.003259891,0.005368469,0.006480767,0.00619786,0.001303977,0,0.002160273,0.001239549,0,0,0,0,0,0
"2016-02-25 22:30:00",45,1002.862,83.33667,-2.444543,-0.08557643,-0.9561577,-6.55692,827.4462,5.347496,0,0,-69.70132,-11.284,-3.545172,-3.327103,-2.255417,1.120904,-104.3717,-89.38673,-101.442,15.49028,19.88051,17.67086,17.98112,0,0,0.000245366,0.03032137,-60.69962,-36.81675,-36.71313,-36.65617,1002.792,83.04083,-2.541275,-6.651379,821.2148,5.305239,-70.71361,-12.93087,-3.650679,-3.398438,-6.241115,0,-104.5534,-89.61311,-101.5985,15.49,19.88,17.67,17.98,"NAN","NAN","NAN",0.03,-173.8167,-100,-100,-100,1002.917,83.75178,-2.347015,-6.433895,837.8056,5.426813,-68.66904,-9.176666,-3.459934,-3.247974,2.773836,2.779655,-104.1637,-89.18954,-101.319,15.55,19.94,17.74,18.05,"NAN","NAN","NAN",0.05,6.608032,0.13,0.2,0.12,0.02510421,17.68765,0.0304571,0.04576626,3.709157,0.02205279,0.3030853,0.6016007,0.04684725,0.04405133,1.474722,0.5317307,0.09725992,0.1037279,0.05967687,0.004060372,0.005476434,0.007705607,0.008801774,0,0,0.002201627,0.002514807,86.02889,48.05281,48.1316,48.17483,0,0
